,budget,popularity,runtime,revenue,revenue_M,budget_M,belongs_to_collection_size,cast_size,crew_size,flg_homepage,flg_belongs_to_collection_size,genres_Adventure,actors_Tyrese Gibson,movie_Director_Peter Jackson
2342,500000,1.6402709999999998,90.0,5330000,5.33,0.5,1,4.0,1.0,0,1,0,0,0
2343,350000,1.553107,96.0,2400000,2.4,0.35,0,11.0,15.0,0,0,0,0,0
2344,60000000,5.460942,140.0,17800000,17.8,60.0,0,16.0,81.0,0,0,1,0,0
2345,0,4.691574,98.0,13022756,13.02,0.0,0,16.0,16.0,0,0,0,0,0
2346,10000000,10.770928,178.0,50100000,50.1,10.0,0,73.0,17.0,0,0,0,0,0
2347,25000000,16.816834,127.0,230698791,230.7,25.0,0,60.0,80.0,1,0,0,0,0
2348,0,2.787833,111.0,5262047,5.26,0.0,0,16.0,4.0,0,0,0,0,0
2349,8000000,12.137595,122.0,441306145,441.31,8.0,1,17.0,24.0,1,1,0,0,0
2350,23000000,7.06088,93.0,38505009,38.51,23.0,0,33.0,35.0,0,0,0,0,0
2351,28000000,15.802306,118.0,333000000,333.0,28.0,1,69.0,28.0,1,1,1,0,0
2352,7000000,6.657792,123.0,79666653,79.67,7.0,0,19.0,15.0,0,0,0,0,0
2353,8376800,12.237488,213.0,13000000,13.0,8.38,0,9.0,10.0,1,0,1,0,0
2354,12000000,3.223039,97.0,31179516,31.18,12.0,0,11.0,6.0,0,0,0,0,0
2355,20000000,18.157166,119.0,23875127,23.88,20.0,0,53.0,100.0,1,0,0,0,0
2356,65000000,9.782014,100.0,17218080,17.22,65.0,0,8.0,12.0,0,0,1,0,0
2357,225000000,18.538834,143.0,662845518,662.85,225.0,1,33.0,48.0,1,1,1,0,0
2358,0,2.255032,111.0,370668,0.37,0.0,0,29.0,37.0,0,0,0,0,0
2359,0,0.765825,90.0,6029824,6.03,0.0,0,9.0,13.0,0,0,0,0,0
2360,0,6.9975830000000006,108.0,939101,0.94,0.0,0,19.0,22.0,1,0,0,0,0
2361,15000000,6.5574259999999995,92.0,12000000,12.0,15.0,0,32.0,5.0,1,0,0,0,0
2362,0,2.976672,89.0,35022,0.04,0.0,0,10.0,8.0,1,0,0,0,0
2363,45000000,6.2872449999999995,113.0,58620973,58.62,45.0,0,10.0,5.0,0,0,0,0,0
2364,50000000,9.092925,89.0,160602194,160.6,50.0,0,98.0,81.0,0,0,0,0,0
2365,0,9.046750999999999,122.0,794452,0.79,0.0,0,43.0,22.0,0,0,0,0,0
2366,0,9.961184,85.0,59700000,59.7,0.0,0,17.0,24.0,1,0,1,0,0
2367,0,5.439941999999999,114.0,27734391,27.73,0.0,0,13.0,7.0,0,0,0,0,0
2368,0,9.503762,105.0,7865,0.01,0.0,0,19.0,3.0,1,0,0,0,0
2369,70000000,7.739633,134.0,154937680,154.94,70.0,0,23.0,86.0,1,0,0,0,0
2370,150000000,7.739903999999999,99.0,301000000,301.0,150.0,1,18.0,31.0,1,1,1,0,0
2371,0,0.9757020000000001,98.0,28460702,28.46,0.0,0,7.0,4.0,0,0,0,0,0
2372,40000000,8.142089,123.0,129540499,129.54,40.0,0,15.0,21.0,1,0,0,0,0
2373,12000000,11.213913,123.0,87100449,87.1,12.0,0,28.0,12.0,0,0,0,0,0
2374,2500000,12.525758,89.0,52604,0.05,2.5,1,25.0,8.0,0,1,0,0,0
2375,60000000,7.667874,101.0,95673607,95.67,60.0,0,15.0,9.0,1,0,0,0,0
2376,2300000,1.9700540000000002,155.0,11100000,11.1,2.3,0,12.0,4.0,1,0,0,0,0
2377,25000000,7.857078,119.0,92991835,92.99,25.0,0,18.0,16.0,1,0,0,0,0
2378,13000000,1.2968620000000002,91.0,9789900,9.79,13.0,0,10.0,5.0,0,0,0,0,0
2379,0,5.9852360000000004,97.0,6086508,6.09,0.0,1,19.0,34.0,1,1,0,0,0
2380,4000000,10.936827000000001,104.0,9304609,9.3,4.0,0,9.0,10.0,0,0,0,0,0
2381,0,5.019486,129.0,494506,0.49,0.0,0,19.0,28.0,1,0,0,0,0
2382,8000000,5.000657,129.0,18124262,18.12,8.0,0,14.0,20.0,1,0,0,0,0
2383,0,4.471645,126.0,3,0.0,0.0,1,19.0,5.0,0,1,0,0,0
2384,0,0.40773200000000004,88.0,671,0.0,0.0,0,0.0,0.0,0,0,0,0,0
2385,0,10.134408,120.0,25893810,25.89,0.0,0,48.0,11.0,0,0,0,0,0
2386,0,8.283863,115.0,21700000,21.7,0.0,0,16.0,12.0,0,0,1,0,0
2387,90000000,12.980624,94.0,886686817,886.69,90.0,1,27.0,8.0,1,1,1,0,0
2388,30000000,6.793972,109.0,95714875,95.71,30.0,0,16.0,22.0,1,0,0,0,0
2389,0,6.228255,87.0,20000000,20.0,0.0,1,12.0,7.0,0,1,0,0,0
2390,7500000,0.494047,155.0,10000000,10.0,7.5,0,10.0,11.0,1,0,0,0,0
2391,5500000,10.517835,130.0,141195658,141.2,5.5,1,19.0,16.0,1,1,1,0,0
2392,5000000,4.281103,129.0,7338987,7.34,5.0,1,15.0,16.0,0,1,0,0,0
2393,0,4.556825,90.0,694438,0.69,0.0,0,52.0,2.0,0,0,0,0,0
2394,35000000,9.576744999999999,88.0,147934180,147.93,35.0,1,16.0,55.0,0,1,1,0,0
2395,0,5.752416,115.0,248392,0.25,0.0,0,11.0,39.0,0,0,0,0,0
2396,60000000,15.904834,133.0,204594016,204.59,60.0,0,19.0,16.0,1,0,0,0,0
2397,80000000,8.772188,117.0,309492681,309.49,80.0,0,38.0,16.0,0,0,0,0,0
2398,18000000,6.108646,111.0,20275812,20.28,18.0,0,19.0,46.0,0,0,0,0,0
2399,0,1.13376,133.0,15,0.0,0.0,0,7.0,9.0,1,0,0,0,0
2400,0,9.916094000000001,110.0,688510,0.69,0.0,0,10.0,2.0,0,0,0,0,0
2401,60000000,6.710215,109.0,37000000,37.0,60.0,0,66.0,9.0,0,0,0,0,0
2402,60000000,10.776138000000001,101.0,170268750,170.27,60.0,0,84.0,109.0,0,0,0,0,0
2403,47000000,5.507082,125.0,15691192,15.69,47.0,0,22.0,12.0,0,0,0,0,0
2404,37000000,13.081203,125.0,154026136,154.03,37.0,0,48.0,38.0,1,0,0,0,0
2405,2500000,5.465669999999999,102.0,3003,0.0,2.5,0,7.0,19.0,0,0,0,0,0
2406,4000000,14.171675,111.0,65046687,65.05,4.0,0,21.0,89.0,1,0,0,0,0
2407,0,1.132307,99.0,1884814,1.88,0.0,0,9.0,15.0,0,0,0,0,0
2408,16000000,5.857368,91.0,4409328,4.41,16.0,0,9.0,4.0,0,0,0,0,0
2409,32000000,7.177649000000001,129.0,48814909,48.81,32.0,0,12.0,11.0,0,0,0,0,0
2410,20000000,6.312206,90.0,18599102,18.6,20.0,0,24.0,5.0,1,0,0,0,0
2411,60000000,11.970205,123.0,223664608,223.66,60.0,1,15.0,18.0,0,1,0,0,0
2412,65000000,5.6277870000000005,93.0,44806783,44.81,65.0,0,98.0,15.0,1,0,0,0,0
2413,3400000,0.40319,112.0,660537,0.66,3.4,0,17.0,1.0,0,0,0,0,0
2414,0,5.916187,122.0,61801971,61.8,0.0,0,17.0,6.0,0,0,0,0,0
2415,0,10.597116,98.0,23202734,23.2,0.0,0,27.0,10.0,0,0,0,0,0
2416,2500000,11.898793,99.0,6341684,6.34,2.5,0,9.0,34.0,1,0,0,0,0
2417,3000000,12.416635000000001,100.0,4000000,4.0,3.0,0,36.0,14.0,0,0,0,0,0
2418,35000000,13.492845,108.0,113374103,113.37,35.0,1,53.0,43.0,0,1,0,0,0
2419,55000000,6.709803,134.0,141047179,141.05,55.0,0,12.0,9.0,1,0,0,0,0
2420,4000000,7.9599649999999995,103.0,4100000,4.1,4.0,1,26.0,18.0,1,1,0,0,0
2421,0,8.260823,94.0,11576431,11.58,0.0,0,13.0,8.0,1,0,0,0,0
2422,0,3.6597449999999996,102.0,6347072,6.35,0.0,1,75.0,11.0,0,1,0,0,0
2423,500000,0.493342,157.0,500000,0.5,0.5,0,11.0,6.0,0,0,0,0,0
2424,60000000,7.493614999999999,105.0,73648228,73.65,60.0,0,18.0,148.0,0,0,0,0,0
2425,0,5.952392,88.0,28061343,28.06,0.0,1,23.0,6.0,0,1,0,0,0
2426,0,0.021580000000000002,105.0,1334173,1.33,0.0,1,20.0,12.0,0,1,0,0,0
2427,0,1.109111,91.0,1347988,1.35,0.0,0,4.0,1.0,0,0,0,0,0
2428,0,8.685761,108.0,34585416,34.59,0.0,0,25.0,9.0,0,0,0,0,0
2429,15000000,5.951492,90.0,19158074,19.16,15.0,0,8.0,1.0,0,0,0,0,0
2430,17000000,2.972529,154.0,10000000,10.0,17.0,0,17.0,13.0,0,0,0,0,0
2431,40000000,14.767317000000002,134.0,320170008,320.17,40.0,1,30.0,54.0,1,1,0,0,0
2432,0,3.8982360000000003,81.0,580527,0.58,0.0,0,21.0,9.0,0,0,0,0,0
2433,0,8.963037,87.0,32,0.0,0.0,0,17.0,2.0,0,0,0,0,0
2434,0,3.967229,105.0,104507,0.1,0.0,0,10.0,8.0,0,0,0,0,0
2435,0,3.7826150000000003,106.0,3956913,3.96,0.0,1,10.0,4.0,0,1,1,0,0
2436,4300000,3.6995519999999997,149.0,3376375,3.38,4.3,0,8.0,15.0,0,0,0,0,0
2437,120000000,18.911960999999998,130.0,325756637,325.76,120.0,0,29.0,16.0,0,0,0,0,0
2438,6400000,9.57874,107.0,40084041,40.08,6.4,0,24.0,12.0,0,0,0,0,0
2439,50000000,5.852263,110.0,26199517,26.2,50.0,0,18.0,33.0,0,0,0,0,0
2440,27000000,11.15092,110.0,56308881,56.31,27.0,0,17.0,16.0,0,0,0,0,0
2441,3000000,4.947043,95.0,14418922,14.42,3.0,0,17.0,10.0,0,0,0,0,0
2442,50000000,8.176147,98.0,106303988,106.3,50.0,0,45.0,10.0,0,0,1,0,0
2443,68000000,34.047399,124.0,698491347,698.49,68.0,1,42.0,39.0,1,1,1,0,0
2444,0,2.5555849999999998,112.0,694497,0.69,0.0,0,6.0,2.0,0,0,0,0,0
2445,16000000,15.133316,91.0,32155047,32.16,16.0,1,12.0,37.0,0,1,0,0,0
2446,4500000,4.31583,116.0,10400000,10.4,4.5,0,10.0,10.0,0,0,1,0,0
2447,7500000,11.791591,96.0,231411584,231.41,7.5,0,30.0,72.0,1,0,0,0,0
2448,60000000,12.149946,120.0,56359980,56.36,60.0,0,0.0,0.0,0,0,0,0,0
2449,35000000,13.349518,106.0,36779296,36.78,35.0,0,18.0,6.0,0,0,0,0,0
2450,1821052,11.046411,111.0,1300000,1.3,1.82,0,32.0,33.0,0,0,0,0,0
2451,0,5.713973999999999,93.0,523511,0.52,0.0,0,12.0,9.0,0,0,0,0,0
2452,37000000,6.695228999999999,113.0,95404397,95.4,37.0,1,19.0,18.0,1,1,0,0,0
2453,15000000,7.665431,89.0,1914166,1.91,15.0,0,17.0,10.0,1,0,0,0,0
2454,58000000,0.393865,119.0,44000000,44.0,58.0,0,117.0,20.0,1,0,0,0,0
2455,50000000,19.638605,106.0,549368315,549.37,50.0,1,50.0,83.0,1,1,0,0,0
2456,14000000,2.308846,104.0,6856989,6.86,14.0,0,5.0,1.0,0,0,0,0,0
2457,0,8.452485000000001,112.0,587615,0.59,0.0,0,8.0,30.0,0,0,0,0,0
2458,0,9.449103,97.0,3295624,3.3,0.0,0,12.0,28.0,0,0,0,0,0
2459,100000000,11.913405000000001,102.0,268426634,268.43,100.0,0,25.0,23.0,0,0,1,0,0
2460,25000000,11.556484,129.0,82466670,82.47,25.0,0,20.0,72.0,0,0,0,0,0
2461,1900000,0.653271,102.0,240093,0.24,1.9,0,7.0,4.0,0,0,0,0,0
2462,18000000,12.682927000000001,112.0,6212282,6.21,18.0,0,36.0,46.0,1,0,1,0,0
2463,0,4.778045,93.0,106498,0.11,0.0,0,9.0,19.0,0,0,0,0,0
2464,22000000,11.654349,181.0,424208848,424.21,22.0,0,57.0,67.0,0,0,1,0,0
2465,19000000,8.132811,97.0,6928068,6.93,19.0,0,28.0,45.0,1,0,0,0,0
2466,37000000,8.451297,105.0,26250020,26.25,37.0,0,17.0,81.0,0,0,0,0,0
2467,18000000,7.471655,103.0,41382841,41.38,18.0,0,17.0,8.0,0,0,0,0,0
2468,25000000,6.497591000000001,115.0,14048372,14.05,25.0,1,23.0,63.0,0,1,0,0,0
2469,85000000,10.175502999999999,108.0,78382433,78.38,85.0,0,21.0,151.0,1,0,0,0,0
2470,2500000,3.0844259999999997,110.0,15014674,15.01,2.5,1,22.0,16.0,0,1,0,0,0
2471,28000000,7.058599000000001,98.0,14010832,14.01,28.0,0,21.0,24.0,1,0,0,0,0
2472,175000000,12.319595,93.0,331926147,331.93,175.0,0,19.0,11.0,1,0,1,0,0
2473,500000,8.398158,93.0,150277,0.15,0.5,0,17.0,12.0,0,0,0,0,0
2474,0,1.832762,116.0,79,0.0,0.0,1,7.0,3.0,0,1,0,0,0
2475,132000000,22.201607,92.0,373552094,373.55,132.0,1,16.0,4.0,0,1,1,0,0
2476,30000000,8.205447999999999,90.0,212385533,212.39,30.0,1,15.0,11.0,0,1,1,0,0
2477,0,3.4442660000000003,117.0,19131000,19.13,0.0,0,9.0,19.0,0,0,0,0,0
2478,24000000,6.253083999999999,93.0,68729358,68.73,24.0,0,35.0,41.0,1,0,0,0,0
2479,70000000,9.353499000000001,115.0,56702901,56.7,70.0,0,19.0,15.0,0,0,0,0,0
2480,6400000,7.950488000000001,144.0,18800000,18.8,6.4,0,7.0,9.0,0,0,0,0,0
2481,30000000,9.591425,133.0,51148651,51.15,30.0,0,42.0,18.0,1,0,0,0,0
2482,43000000,13.802674,97.0,56681566,56.68,43.0,0,20.0,111.0,1,0,0,0,0
2483,0,6.114898,105.0,48911,0.05,0.0,0,5.0,22.0,0,0,0,0,0
2484,0,3.6066879999999997,113.0,30399676,30.4,0.0,1,16.0,13.0,0,1,0,0,0
2485,125000000,14.924487,139.0,362637473,362.64,125.0,0,18.0,75.0,1,0,1,0,0
2486,120000000,7.134167999999999,135.0,93945766,93.95,120.0,0,26.0,26.0,1,0,0,0,0
2487,1202007,6.360746,103.0,2948386,2.95,1.2,0,58.0,18.0,0,0,0,0,0
2488,23600000,11.063029,88.0,102391382,102.39,23.6,0,16.0,9.0,1,0,0,0,0
2489,22000000,28.176992,91.0,40120144,40.12,22.0,1,15.0,7.0,0,1,0,0,0
2490,6400000,7.506958,86.0,6,0.0,6.4,0,7.0,3.0,0,0,0,0,0
2491,135000,0.5888720000000001,94.0,10474,0.01,0.14,0,12.0,12.0,1,0,0,0,0
2492,1200000,1.4724629999999999,114.0,2861020,2.86,1.2,0,14.0,6.0,1,0,0,0,0
2493,500000,5.85469,88.0,8679814,8.68,0.5,0,15.0,16.0,0,0,0,0,0
2494,0,0.31754,94.0,99303,0.1,0.0,0,15.0,2.0,1,0,0,0,0
2495,2500000,6.357321,128.0,3200000,3.2,2.5,0,10.0,13.0,1,0,0,0,0
2496,0,11.19785,105.0,605562,0.61,0.0,0,12.0,54.0,0,0,0,0,0
2497,35000000,12.201953999999999,127.0,41954997,41.95,35.0,0,13.0,13.0,0,0,0,0,0
2498,3500000,0.8842409999999999,108.0,2294357,2.29,3.5,1,13.0,8.0,0,1,0,0,0
2499,30000000,12.199047,133.0,160638883,160.64,30.0,0,25.0,17.0,0,0,1,0,0
2500,25000000,5.282976000000001,107.0,19829957,19.83,25.0,0,14.0,10.0,0,0,0,0,0
2501,0,3.724207,94.0,8887603,8.89,0.0,0,12.0,2.0,0,0,0,0,0
2502,3500000,14.56965,91.0,28215918,28.22,3.5,1,18.0,5.0,1,1,0,0,0
2503,0,11.457485,95.0,49364621,49.36,0.0,1,20.0,6.0,0,1,1,0,0
2504,0,5.072902,98.0,3960327,3.96,0.0,0,12.0,4.0,0,0,0,0,0
2505,0,1.218959,101.0,8910819,8.91,0.0,1,7.0,2.0,0,1,0,0,0
2506,12500000,6.82647,101.0,75993061,75.99,12.5,0,54.0,69.0,1,0,0,0,0
2507,2000000,7.659357000000001,120.0,5967038,5.97,2.0,0,16.0,10.0,1,0,0,0,0
2508,4317946,12.452985,106.0,14624826,14.62,4.32,0,6.0,2.0,1,0,0,0,0
2509,8000000,6.712894,98.0,3453043,3.45,8.0,0,14.0,11.0,1,0,0,0,0
2510,1800000,0.474578,93.0,532269,0.53,1.8,0,9.0,4.0,0,0,0,0,0
2511,0,10.854598,140.0,25966555,25.97,0.0,0,13.0,10.0,1,0,0,0,0
2512,25000000,13.018491000000001,89.0,50671850,50.67,25.0,1,19.0,17.0,0,1,0,0,0
2513,18000000,7.536295,108.0,12000000,12.0,18.0,0,17.0,8.0,0,0,0,0,0
2514,55000000,17.618057,132.0,192330738,192.33,55.0,0,38.0,82.0,0,0,0,0,0
2515,6600000,8.151346,124.0,1851517,1.85,6.6,0,12.0,19.0,0,0,0,0,0
2516,32745300,17.958512,117.0,12173470,12.17,32.75,0,50.0,60.0,0,0,0,0,0
2517,97250400,9.671944,116.0,132900000,132.9,97.25,1,26.0,23.0,1,1,1,0,0
2518,90000000,13.116461,113.0,201596308,201.6,90.0,0,0.0,0.0,1,0,0,0,0
2519,950000,0.8209110000000001,76.0,1500000,1.5,0.95,0,9.0,4.0,0,0,0,0,0
2520,23000000,5.810716,134.0,90614445,90.61,23.0,1,36.0,27.0,0,1,1,0,0
2521,31000000,5.443097,122.0,74134790,74.13,31.0,0,7.0,10.0,0,0,0,0,0
2522,3600000,13.520764000000002,84.0,5923044,5.92,3.6,1,9.0,21.0,0,1,0,0,0
2523,6000000,3.5544910000000005,96.0,3661757,3.66,6.0,0,8.0,23.0,0,0,0,0,0
2524,0,1.824275,99.0,396003,0.4,0.0,1,9.0,11.0,0,1,1,0,0
2525,47000000,10.642824000000001,99.0,30002758,30.0,47.0,0,13.0,55.0,0,0,0,0,0
2526,10000000,6.435926,91.0,33697647,33.7,10.0,0,16.0,11.0,0,0,0,0,0
2527,4000000,6.430591000000001,164.0,44349000,44.35,4.0,0,81.0,28.0,0,0,0,0,0
2528,6000000,3.189566,131.0,7500000,7.5,6.0,0,15.0,14.0,0,0,1,0,0
2529,25000000,3.240624,128.0,3052000,3.05,25.0,0,21.0,15.0,0,0,0,0,0
2530,70000000,13.842332999999998,110.0,86658558,86.66,70.0,0,19.0,22.0,1,0,0,0,0
2531,15000000,6.2594330000000005,133.0,11300653,11.3,15.0,0,47.0,14.0,1,0,0,0,0
2532,250000000,23.253089000000003,169.0,1021103568,1021.1,250.0,1,30.0,50.0,1,1,1,0,1
2533,8000000,0.860734,124.0,2019009,2.02,8.0,0,8.0,1.0,1,0,0,0,0
2534,75000000,6.3539959999999995,89.0,54249294,54.25,75.0,0,9.0,8.0,0,0,0,0,0
2535,80000000,10.364794,140.0,214104620,214.1,80.0,0,49.0,108.0,1,0,0,0,0
2536,0,5.47591,123.0,14200000,14.2,0.0,0,15.0,11.0,0,0,1,0,0
2537,21500000,31.314013,98.0,4811525,4.81,21.5,0,10.0,5.0,0,0,0,0,0
2538,6900000,4.0315,162.0,15000000,15.0,6.9,0,11.0,12.0,0,0,0,0,0
2539,0,5.256959999999999,98.0,188126,0.19,0.0,0,13.0,3.0,0,0,0,0,0
2540,103000,5.194433,104.0,3623330,3.62,0.1,0,9.0,6.0,0,0,0,0,0
2541,35000000,11.418802000000001,134.0,88058786,88.06,35.0,0,26.0,32.0,1,0,0,0,0
2542,3500000,5.899155,106.0,34705850,34.71,3.5,0,16.0,14.0,1,0,0,0,0
2543,0,2.793619,96.0,12706478,12.71,0.0,0,20.0,10.0,0,0,0,0,0
2544,50000000,14.327717000000002,98.0,42792561,42.79,50.0,0,17.0,58.0,0,0,0,0,0
2545,45000000,14.547939000000001,133.0,50548152,50.55,45.0,0,17.0,103.0,1,0,0,0,0
2546,18000000,6.197298,105.0,87000000,87.0,18.0,1,18.0,12.0,0,1,1,0,0
2547,150000000,11.379355,101.0,585349010,585.35,150.0,0,13.0,23.0,1,0,0,0,0
2548,0,10.226181,124.0,39768000,39.77,0.0,1,19.0,13.0,0,1,0,0,0
2549,0,7.1039509999999995,105.0,1524966,1.52,0.0,0,7.0,16.0,0,0,0,0,0
2550,0,7.92736,139.0,31911598,31.91,0.0,0,63.0,46.0,0,0,0,0,0
2551,30000000,6.418936,106.0,23619609,23.62,30.0,0,19.0,49.0,0,0,0,0,0
2552,80000000,11.054250999999999,88.0,250200000,250.2,80.0,0,28.0,116.0,1,0,0,0,0
2553,13000000,1.386549,89.0,3721911,3.72,13.0,0,12.0,14.0,0,0,0,0,0
2554,0,4.72304,106.0,152961,0.15,0.0,0,28.0,17.0,0,0,0,0,0
2555,0,0.884526,96.0,3020784,3.02,0.0,0,9.0,3.0,0,0,0,0,0
2556,0,1e-06,87.0,148426,0.15,0.0,0,1.0,1.0,0,0,0,0,0
2557,4500000,12.449574,108.0,7011317,7.01,4.5,0,14.0,15.0,0,0,0,0,0
2558,30000000,18.502876999999998,79.0,48428063,48.43,30.0,0,10.0,57.0,0,0,1,0,0
2559,4200000,7.42908,132.0,38862717,38.86,4.2,1,24.0,15.0,1,1,0,0,0
2560,0,1.685918,97.0,12065892,12.07,0.0,0,12.0,3.0,0,0,0,0,0
2561,25000000,6.7539690000000006,95.0,17000000,17.0,25.0,0,25.0,15.0,0,0,0,0,0
2562,200000000,14.477676999999998,97.0,1028570889,1028.57,200.0,1,31.0,39.0,1,1,1,0,0
2563,7400000,2.37252,193.0,17000000,17.0,7.4,0,11.0,25.0,0,0,0,0,0
2564,35000000,7.219935,96.0,18317151,18.32,35.0,0,39.0,13.0,1,0,0,0,0
2565,25000000,13.06943,136.0,21567853,21.57,25.0,0,29.0,14.0,0,0,0,0,0
2566,6000000,5.598338,99.0,2899975,2.9,6.0,0,15.0,7.0,1,0,0,0,0
2567,11000000,1.812728,128.0,41000000,41.0,11.0,0,10.0,6.0,0,0,0,0,0
2568,0,5.577636,118.0,14056528,14.06,0.0,1,15.0,3.0,0,1,0,0,0
2569,12000000,11.516964999999999,102.0,7242035,7.24,12.0,0,6.0,14.0,0,0,0,0,0
2570,165000000,14.275360000000001,100.0,305875730,305.88,165.0,0,10.0,147.0,0,0,1,0,0
2571,0,5.7396,88.0,126150,0.13,0.0,0,15.0,11.0,0,0,0,0,0
2572,37000000,4.209701,127.0,278300000,278.3,37.0,0,14.0,8.0,0,0,1,0,0
2573,1200000,6.4861260000000005,96.0,8690429,8.69,1.2,1,9.0,5.0,0,1,0,0,0
2574,2200000,6.632663000000001,118.0,3251794,3.25,2.2,0,15.0,13.0,0,0,0,0,0
2575,250000,4.2976540000000005,62.0,1000000,1.0,0.25,0,1.0,7.0,1,0,0,0,0
2576,1500000,2.627643,90.0,187716,0.19,1.5,0,1.0,21.0,1,0,0,0,0
2577,0,0.209191,11.0,97,0.0,0.0,0,4.0,5.0,0,0,0,0,0
2578,1500000,7.248676,80.0,2200000,2.2,1.5,0,9.0,30.0,0,0,0,0,0
2579,20000000,9.704289,89.0,67192859,67.19,20.0,1,17.0,47.0,1,1,0,0,0
2580,2000000,6.6407039999999995,95.0,45431,0.05,2.0,0,38.0,37.0,0,0,0,0,0
2581,15000000,13.310556,108.0,32556119,32.56,15.0,0,38.0,16.0,1,0,0,0,0
2582,0,2.939129,90.0,8,0.0,0.0,0,10.0,14.0,0,0,0,0,0
2583,0,7.538821,88.0,9109322,9.11,0.0,0,8.0,4.0,1,0,0,0,0
2584,3000000,8.480501,107.0,47000000,47.0,3.0,1,30.0,9.0,0,1,1,0,0
2585,0,5.24456,83.0,1406224,1.41,0.0,0,18.0,16.0,1,0,0,0,0
2586,0,6.8728880000000006,102.0,12368234,12.37,0.0,1,28.0,24.0,0,1,0,0,0
2587,30000000,5.025475,125.0,41480851,41.48,30.0,0,16.0,12.0,0,0,1,0,0
2588,1350000,4.60786,105.0,3897569,3.9,1.35,0,27.0,12.0,1,0,0,0,0
2589,35000000,6.71898,105.0,68915888,68.92,35.0,0,7.0,30.0,0,0,0,0,0
2590,0,2.203671,73.0,44695,0.04,0.0,0,1.0,6.0,1,0,0,0,0
2591,35000000,8.355977000000001,112.0,40263020,40.26,35.0,0,14.0,20.0,0,0,0,0,0
2592,0,5.571253,86.0,157768,0.16,0.0,0,24.0,153.0,1,0,0,0,0
2593,25000000,3.372523,93.0,2438031,2.44,25.0,1,15.0,4.0,0,1,0,0,0
2594,0,3.485214,112.0,66559,0.07,0.0,0,7.0,6.0,0,0,0,0,0
2595,12000000,6.498789,102.0,75781642,75.78,12.0,1,12.0,12.0,0,1,0,0,0
2596,850000,1.094395,109.0,840000,0.84,0.85,0,8.0,2.0,0,0,0,0,0
2597,13000000,8.736869,106.0,16757163,16.76,13.0,0,34.0,45.0,0,0,0,0,0
2598,0,1.196669,90.0,7241180,7.24,0.0,0,38.0,2.0,0,0,0,0,0
2599,90000000,12.978750999999999,132.0,250649836,250.65,90.0,0,44.0,18.0,0,0,0,0,0
2600,0,8.569586,98.0,23598,0.02,0.0,0,45.0,27.0,0,0,0,0,0
2601,31000000,7.137117,137.0,106269971,106.27,31.0,0,16.0,57.0,0,0,0,0,0
2602,0,3.581434,89.0,538000,0.54,0.0,0,8.0,23.0,1,0,0,0,0
2603,70000000,15.57784,109.0,162000000,162.0,70.0,1,25.0,91.0,0,1,0,0,0
2604,20000000,2.3213939999999997,91.0,14166853,14.17,20.0,0,14.0,39.0,1,0,0,0,0
2605,0,2.7745889999999997,99.0,221295,0.22,0.0,0,9.0,4.0,0,0,0,0,0
2606,80000000,7.634017,103.0,176885658,176.89,80.0,1,21.0,13.0,0,1,0,0,0
2607,5000000,2.06528,84.0,25900,0.03,5.0,0,16.0,6.0,0,0,0,0,0
2608,13500000,5.387711,124.0,7060876,7.06,13.5,0,17.0,13.0,0,0,0,0,0
2609,475000,9.00314,110.0,3919254,3.92,0.48,0,10.0,11.0,1,0,0,0,0
2610,5000,3.4478940000000002,139.0,11083449,11.08,0.0,0,6.0,3.0,0,0,1,0,0
2611,15000000,16.759454,107.0,84431625,84.43,15.0,0,29.0,37.0,0,0,0,0,0
2612,30000000,14.443598999999999,113.0,130786397,130.79,30.0,0,18.0,30.0,1,0,0,0,0
2613,28000000,4.512767,119.0,8888143,8.89,28.0,0,27.0,3.0,0,0,0,0,0
2614,49000000,9.769047,87.0,72700000,72.7,49.0,0,19.0,77.0,0,0,0,0,0
2615,0,5.94179,79.0,11798616,11.8,0.0,0,33.0,51.0,0,0,0,0,0
2616,14000000,6.573364,88.0,57915972,57.92,14.0,0,22.0,31.0,0,0,0,0,0
2617,30000000,13.194168,127.0,611899420,611.9,30.0,0,24.0,119.0,1,0,0,0,0
2618,13000000,12.989056,108.0,327803731,327.8,13.0,0,29.0,101.0,1,0,0,0,0
2619,8500000,10.222142999999999,92.0,19985196,19.99,8.5,0,18.0,11.0,0,0,0,0,0
2620,25000000,4.257516000000001,93.0,100000000,100.0,25.0,0,37.0,11.0,0,0,1,0,0
2621,15000000,5.984133,101.0,28733290,28.73,15.0,0,16.0,7.0,0,0,1,0,0
2622,0,5.330725,87.0,37641,0.04,0.0,0,11.0,13.0,0,0,0,0,0
2623,197471676,15.262706,137.0,90024292,90.02,197.47,0,0.0,0.0,0,0,1,0,0
2624,5000000,36.894806,104.0,252434250,252.43,5.0,0,35.0,75.0,1,0,0,0,0
2625,0,3.534068,97.0,52761,0.05,0.0,0,15.0,16.0,1,0,0,0,0
2626,60000000,11.953553,105.0,55987321,55.99,60.0,0,15.0,76.0,0,0,1,0,0
2627,1000000,10.07817,82.0,62882090,62.88,1.0,0,11.0,41.0,0,0,0,0,0
2628,852510,9.990406,113.0,1185783,1.19,0.85,0,21.0,21.0,0,0,0,0,0
2629,0,14.657754,89.0,32709423,32.71,0.0,1,19.0,6.0,0,1,1,0,0
